Gamma: -0.3672125984251968 Beta: -3.425196850393701
Gamma: -0.32070150322118823 Beta: -3.3035075161059413
Gamma: -0.27419040801717964 Beta: -3.181818181818182
Gamma: -0.22767931281317108 Beta: -3.0601288475304225
Gamma: -0.1811682176091625 Beta: -2.938439513242663
Gamma: -0.13465712240515387 Beta: -2.8167501789549036
Gamma: -0.08814602720114534 Beta: -2.695060844667144
Gamma: -0.04163493199713675 Beta: -2.573371510379385
Gamma: 0.004876163206871842 Beta: -2.451682176091625
Gamma: 0.05138725841088049 Beta: -2.3299928418038656
Gamma: 0.09789835361488908 Beta: -2.2083035075161064
Gamma: 0.1444094488188976 Beta: -2.0866141732283467
Gamma: 0.08439513242662852 Beta: -1.7501789549033648
Gamma: 0.02438081603435928 Beta: -1.413743736578382
Gamma: -0.0356335003579098 Beta: -1.0773085182534003
Gamma: -0.09564781675017905 Beta: -0.7408732999284176
Gamma: -0.15566213314244814 Beta: -0.40443808160343564
Gamma: -0.2156764495347172 Beta: -0.06800286327845395
Gamma: -0.27569076592698644 Beta: 0.26843235504652885
Gamma: -0.33570508231925555 Beta: 0.6048675733715108
Gamma: -0.39571939871152484 Beta: 0.9413027916964936
Gamma: -0.4557337151037939 Beta: 1.2777380100214755
Gamma: -0.515748031496063 Beta: 1.6141732283464574
Gamma: -0.42497637795275595 Beta: 1.6642806012884759
Gamma: -0.33420472440944893 Beta: 1.7143879742304944
Gamma: -0.24343307086614152 Beta: 1.764495347172513
Gamma: -0.1526614173228345 Beta: 1.8146027201145316
Gamma: -0.061889763779527485 Beta: 1.86471009305655
Gamma: 0.028881889763779478 Beta: 1.9148174659985684
Gamma: 0.11965354330708655 Beta: 1.964924838940587
Gamma: 0.21042519685039396 Beta: 2.015032211882606
Gamma: 0.3011968503937009 Beta: 2.065139584824624
Gamma: 0.391968503937008 Beta: 2.115246957766643
Gamma: 0.48274015748031496 Beta: 2.165354330708661
Gamma: 0.4174745884037223 Beta: 1.986399427344309
Gamma: 0.35220901932712934 Beta: 1.8074445239799561
Gamma: 0.2869434502505367 Beta: 1.6284896206156043
Gamma: 0.22167788117394405 Beta: 1.449534717251252
Gamma: 0.1564123120973514 Beta: 1.2705798138869002
Gamma: 0.09114674302075876 Beta: 1.0916249105225482
Gamma: 0.02588117394416578 Beta: 0.9126700071581952
Gamma: -0.039384395132426864 Beta: 0.7337151037938432
Gamma: -0.10464996420901951 Beta: 0.5547602004294911
Gamma: -0.16991553328561215 Beta: 0.3758052970651391
Gamma: -0.23518110236220474 Beta: 0.19685039370078705
Gamma: -0.25393557623478885 Beta: 0.4760200429491762
Gamma: -0.2726900501073729 Beta: 0.7551896921975654
Gamma: -0.291444523979957 Beta: 1.0343593414459544
Gamma: -0.3101989978525411 Beta: 1.3135289906943437
Gamma: -0.3289534717251254 Beta: 1.5926986399427354
Gamma: -0.34770794559770946 Beta: 1.8718682891911247
Gamma: -0.36646241947029357 Beta: 2.1510379384395137
Gamma: -0.3852168933428777 Beta: 2.430207587687903
Gamma: -0.4039713672154618 Beta: 2.7093772369362923
Gamma: -0.4227258410880459 Beta: 2.988546886184681
Gamma: -0.44148031496062995 Beta: 3.2677165354330704
Gamma: -0.4152240515390122 Beta: 3.0458124552612738
Gamma: -0.3889677881173945 Beta: 2.823908375089477
Gamma: -0.3627115246957768 Beta: 2.602004294917681
Gamma: -0.33645526127415876 Beta: 2.380100214745882
Gamma: -0.310198997852541 Beta: 2.1581961345740854
Gamma: -0.2839427344309233 Beta: 1.936292054402289
Gamma: -0.2576864710093056 Beta: 1.7143879742304926
Gamma: -0.23143020758768787 Beta: 1.492483894058696
Gamma: -0.20517394416607013 Beta: 1.2705798138868996
Gamma: -0.1789176807444524 Beta: 1.0486757337151031
Gamma: -0.15266141732283467 Beta: 0.8267716535433065
Gamma: -0.1339069434502506 Beta: 0.7337151037938434
Gamma: -0.11515246957766648 Beta: 0.6406585540443804
Gamma: -0.0963979957050824 Beta: 0.5476020042949173
Gamma: -0.07764352183249812 Beta: 0.4545454545454534
Gamma: -0.05888904795991402 Beta: 0.36148890479599033
Gamma: -0.04013457408732993 Beta: 0.2684323550465273
Gamma: -0.021380100214745845 Beta: 0.1753758052970642
Gamma: -0.0026256263421617354 Beta: 0.08231925554760122
Gamma: 0.016128847530422347 Beta: -0.010737294201861869
Gamma: 0.034883321403006456 Beta: -0.10379384395132485
Gamma: 0.05363779527559054 Beta: -0.19685039370078794
Gamma: 0.0956478167501789 Beta: -0.5189692197566216
Gamma: 0.13765783822476726 Beta: -0.8410880458124551
Gamma: 0.17966785969935603 Beta: -1.163206871868292
Gamma: 0.2216778811739444 Beta: -1.4853256979241254
Gamma: 0.2636879026485328 Beta: -1.807444523979959
Gamma: 0.30569792412312113 Beta: -2.1295633500357924
Gamma: 0.3477079455977095 Beta: -2.451682176091626
Gamma: 0.3897179670722979 Beta: -2.7738010021474597
Gamma: 0.4317279885468862 Beta: -3.0959198282032934
Gamma: 0.4737380100214746 Beta: -3.418038654259127
Gamma: 0.515748031496063 Beta: -3.7401574803149606
Gamma: 0.5164982104509663 Beta: -3.4251968503936983
Gamma: 0.5172483894058697 Beta: -3.1102362204724416
Gamma: 0.5179985683607731 Beta: -2.795275590551179
Gamma: 0.5187487473156764 Beta: -2.4803149606299226
Gamma: 0.5194989262705798 Beta: -2.1653543307086602
Gamma: 0.5202491052254832 Beta: -1.8503937007874034
Gamma: 0.5209992841803865 Beta: -1.5354330708661408
Gamma: 0.5217494631352899 Beta: -1.2204724409448846
